0:0:46,PR_Waveform(vital),,,,O2_PP,O2_PP
0:0:46,RR_Waveform(vital),,,,CO2_CA,CO2_CPR
0:0:46,HR(vital),,,,203,100
0:0:46,RR(vital),,,,12,12
0:0:46,PR(vital),,,,0,0
0:0:46,BP(vital),,,,0,0
0:0:46,ETCO2(vital),,,,12,18
0:0:46,Temperature(vital),,,,98,98
0:0:46,(2)V-Tach 2A.1(action),0:14,Enter CPR,100,,,umich1
0:0:46,HR_Waveform(vital),,,,CR_SinLike,CR_VTach
0:0:46,PR_Waveform(vital),,,,O2_PP,O2_PP
0:0:46,RR_Waveform(vital),,,,CO2_CPR,CO2_CA
0:0:46,HR(vital),,,,201,205
0:0:46,RR(vital),,,,12,12
0:0:46,PR(vital),,,,0,0
0:0:46,BP(vital),,,,0,0
0:0:46,ETCO2(vital),,,,12,12
0:0:46,Temperature(vital),,,,98,98
0:0:46,(2)V-Tach 2A.1(action),0:14,Stop CPR,100,,,umich1
0:0:48,HR_Waveform(vital),,,,CR_VTach,CR_SinLike
0:0:48,PR_Waveform(vital),,,,O2_PP,O2_PP
0:0:48,RR_Waveform(vital),,,,CO2_CA,CO2_CPR
0:0:48,HR(vital),,,,202,100
0:0:48,RR(vital),,,,12,12
0:0:48,PR(vital),,,,0,0
0:0:48,BP(vital),,,,0,0
0:0:48,ETCO2(vital),,,,12,18
0:0:48,Temperature(vital),,,,98,98
0:0:48,(2)V-Tach 2A.1(action),0:16,Enter CPR,100,,,umich1
0:0:49,HR_Waveform(vital),,,,CR_NSR,CR_VTach
0:0:49,PR_Waveform(vital),,,,O2_NW,O2_PP
0:0:49,RR_Waveform(vital),,,,CO2_Norm,CO2_CA
0:0:49,HR(vital),,,,178,192
0:0:49,RR(vital),,,,100,12
0:0:49,PR(vital),,,,80,0
0:0:49,BP(vital),,,,180,0
0:0:49,ETCO2(vital),,,,40,18
0:0:49,Temperature(vital),,,,97.8,98
0:0:49,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:0:49,HR_Waveform(vital),,,,CR_SinLike,CR_VTach
0:0:49,PR_Waveform(vital),,,,O2_PP,O2_PP
0:0:49,RR_Waveform(vital),,,,CO2_CPR,CO2_CA
0:0:49,HR(vital),,,,194,205
0:0:49,RR(vital),,,,12,12
0:0:49,PR(vital),,,,0,0
0:0:49,BP(vital),,,,0,0
0:0:49,ETCO2(vital),,,,13,12
0:0:49,Temperature(vital),,,,98,98
0:0:49,(2)V-Tach 2A.1(action),0:17,Stop CPR,100,,,umich1
0:0:49,HR_Waveform(vital),,,,CR_VTach,CR_SinLike
0:0:49,PR_Waveform(vital),,,,O2_PP,O2_PP
0:0:49,RR_Waveform(vital),,,,CO2_CA,CO2_CPR
0:0:49,HR(vital),,,,194,100
0:0:49,RR(vital),,,,12,12
0:0:49,PR(vital),,,,0,0
0:0:49,BP(vital),,,,0,0
0:0:49,ETCO2(vital),,,,13,18
0:0:49,Temperature(vital),,,,98,98
0:0:49,(2)V-Tach 2A.1(action),0:17,Enter CPR,100,,,umich1
0:0:51,HR_Waveform(vital),,,,CR_SinLike,CR_VTach
0:0:51,PR_Waveform(vital),,,,O2_PP,O2_PP
0:0:51,RR_Waveform(vital),,,,CO2_CPR,CO2_CA
0:0:51,HR(vital),,,,175,205
0:0:51,RR(vital),,,,12,12
0:0:51,PR(vital),,,,0,0
0:0:51,BP(vital),,,,0,0
0:0:51,ETCO2(vital),,,,14,12
0:0:51,Temperature(vital),,,,98,98
0:0:51,(2)V-Tach 2A.1(action),0:19,Stop CPR,100,,,umich1
0:0:53,HR_Waveform(vital),,,,CR_VTach,CR_SinLike
0:0:53,PR_Waveform(vital),,,,O2_PP,O2_PP
0:0:53,RR_Waveform(vital),,,,CO2_CA,CO2_CPR
0:0:53,HR(vital),,,,178,100
0:0:53,RR(vital),,,,12,12
0:0:53,PR(vital),,,,0,0
0:0:53,BP(vital),,,,0,0
0:0:53,ETCO2(vital),,,,13,18
0:0:53,Temperature(vital),,,,98,98
0:0:53,(2)V-Tach 2A.1(action),0:21,Enter CPR,100,,,umich1
0:1:4,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:1:6,HR_Waveform(vital),,,,CR_SinLike,CR_VTach
0:1:6,PR_Waveform(vital),,,,O2_PP,O2_PP
0:1:6,RR_Waveform(vital),,,,CO2_CPR,CO2_CA
0:1:6,HR(vital),,,,100,205
0:1:6,RR(vital),,,,12,12
0:1:6,PR(vital),,,,--,0
0:1:6,BP(vital),,,,--,0
0:1:6,ETCO2(vital),,,,18,12
0:1:6,Temperature(vital),,,,98,98
0:1:6,(2)V-Tach 2A.1(action),0:34,Stop CPR,100,,,umich1
0:1:9,HR_Waveform(vital),,,,CR_VTach,CR_SinLike
0:1:9,PR_Waveform(vital),,,,O2_PP,O2_PP
0:1:9,RR_Waveform(vital),,,,CO2_CA,CO2_CPR
0:1:9,HR(vital),,,,133,100
0:1:9,RR(vital),,,,11,12
0:1:9,PR(vital),,,,0,0
0:1:9,BP(vital),,,,0,0
0:1:9,ETCO2(vital),,,,15,18
0:1:9,Temperature(vital),,,,97,98
0:1:9,(2)V-Tach 2A.1(action),0:37,Enter CPR,100,,,umich3
0:1:9,HR_Waveform(vital),,,,CR_SinLike,CR_VTach
0:1:9,PR_Waveform(vital),,,,O2_PP,O2_PP
0:1:9,RR_Waveform(vital),,,,CO2_CPR,CO2_CA
0:1:9,HR(vital),,,,132,205
0:1:9,RR(vital),,,,11,12
0:1:9,PR(vital),,,,0,0
0:1:9,BP(vital),,,,0,0
0:1:9,ETCO2(vital),,,,15,12
0:1:9,Temperature(vital),,,,97,98
0:1:9,(2)V-Tach 2A.1(action),0:37,Stop CPR,100,,,umich3
0:1:9,HR_Waveform(vital),,,,CR_VTach,CR_SinLike
0:1:9,PR_Waveform(vital),,,,O2_PP,O2_PP
0:1:9,RR_Waveform(vital),,,,CO2_CA,CO2_CPR
0:1:9,HR(vital),,,,135,100
0:1:9,RR(vital),,,,11,12
0:1:9,PR(vital),,,,0,0
0:1:9,BP(vital),,,,0,0
0:1:9,ETCO2(vital),,,,15,18
0:1:9,Temperature(vital),,,,97,98
0:1:9,(2)V-Tach 2A.1(action),0:37,Enter CPR,100,,,umich3
0:1:12,HR_Waveform(vital),,,,CR_SinLike,CR_VTach
0:1:12,PR_Waveform(vital),,,,O2_PP,O2_PP
0:1:12,RR_Waveform(vital),,,,CO2_CPR,CO2_CA
0:1:12,HR(vital),,,,128,205
0:1:12,RR(vital),,,,11,12
0:1:12,PR(vital),,,,0,0
0:1:12,BP(vital),,,,0,0
0:1:12,ETCO2(vital),,,,15,12
0:1:12,Temperature(vital),,,,97,98
0:1:12,(2)V-Tach 2A.1(action),0:40,Stop CPR,100,,,umich3
0:1:19,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:1:25,(2)V-Tach 2A.1(action),0:53,Defib (UNsynchronized Shock) 200J,100,,,umich1
0:1:26,(2)V-Tach 2A.1(action)
0:1:26,HR_Waveform(vital),,,,CR_VTach,CR_VTach
0:1:26,PR_Waveform(vital),,,,O2_PP,O2_PP
0:1:26,RR_Waveform(vital),,,,CO2_CA,CO2_CA
0:1:26,HR(vital),,,,205,210
0:1:26,RR(vital),,,,12,12
0:1:26,PR(vital),,,,--,0
0:1:26,BP(vital),,,,--,0
0:1:26,ETCO2(vital),,,,12,14
0:1:26,Temperature(vital),,,,98,98
0:1:26,heartneedle_pericard_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),This action is not required in this patient,,,,,,
0:1:26,CPR_perform_>1Pump,CriticalError,Action-Should-Be-Performed,Action-Was-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),,,,,,,
0:1:26,sync_defib_150+,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),V.Tach WITH pulse =  SYNCHRONIZED Shock V.Tach NO pulse =  UNsynchronized Shock,,,,,,
0:1:26,Amio_or_Lidocaine,Error,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),Patient is UNconscious = UNstable: Cardioversion is more important than medication,,,,,,
0:1:26,chestneedle_thora_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),This action is not required in this patient,,,,,,
0:1:26,intubate_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(2)V-Tach 2A.1(action),,,,,,,
0:1:26,unsync_defib_150+,CriticalError,Action-Should-Be-Performed,Action-Was-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),UNstable V.Tach =  YOU GOTTA SHOCK! (Electricity Saves Lives!),,,,,,
0:1:26,glucose_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(2)V-Tach 2A.1(action),,,,,,,
0:1:26,labcheck_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(2)V-Tach 2A.1(action),,,,,,,
0:1:26,ultrasound_FAST_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(2)V-Tach 2A.1(action),,,,,,,
0:1:26,Epi,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(2)V-Tach 2A.1(action),Give EPI every 3-p5 min. if shocks are not working,,,,,,
0:1:26,defib<149_sync_or_unsync,Error,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),Use AT LEAST 150 joules for:  > V.Fib  > V.Tach with NO Pulse,,,,,,
0:1:26,bipap_NIV_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),BiPAP/CPAP = contraindicated in unresponsive patients. Consider intubation,,,,,,
0:1:26,EKG,Error,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),Good CPR saves lives! Don't interrupt CPR for an EKG.,,,,,,
0:1:26,chest_xray,Error,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),Good CPR saves lives! Don't interrupt CPR for X-ray. Use stethoscope to assess lungs.,,,,,,
0:1:26,lunglisten_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(2)V-Tach 2A.1(action),,,,,,,
0:1:26,pulse_check,Error,Action-Should-Be-Performed,Action-Was-Performed,Error-Did-Not-Trigger,NA,(2)V-Tach 2A.1(action),,,,,,,
0:1:34,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:1:44,(3)V-Tach 2B.1(action),0:18,Select Epinephrine,100,,,umich1
0:1:45,(3)V-Tach 2B.1(action),0:18,Insert Syringe on Right Hand,100,,,umich1
0:1:49,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:1:58,(3)V-Tach 2B.1(action),0:31,Defib (UNsynchronized Shock) 200J,100,,,umich1
0:1:59,(3)V-Tach 2B.1(action)
0:1:59,EKG,Error,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(3)V-Tach 2B.1(action),Good CPR saves lives! Don't interrupt CPR for an EKG.,,,,,,
0:1:59,ultrasound_FAST_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(3)V-Tach 2B.1(action),,,,,,,
0:1:59,intubate_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(3)V-Tach 2B.1(action),,,,,,,
0:1:59,pulse_check,Error,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(3)V-Tach 2B.1(action),,,,,,,
0:1:59,chestneedle_thora_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(3)V-Tach 2B.1(action),This action is not required in this patient,,,,,,
0:1:59,glucose_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(3)V-Tach 2B.1(action),,,,,,,
0:1:59,lunglisten_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(3)V-Tach 2B.1(action),,,,,,,
0:1:59,unsync_defib_150+,CriticalError,Action-Should-Be-Performed,Action-Was-Performed,Error-Did-Not-Trigger,NA,(3)V-Tach 2B.1(action),UNstable V.Tach =  YOU GOTTA SHOCK! (Electricity Saves Lives!),,,,,,
0:1:59,chest_xray,Error,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(3)V-Tach 2B.1(action),Good CPR saves lives! Don't interrupt CPR for X-ray. Use stethoscope to assess lungs.,,,,,,
0:1:59,labcheck_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(3)V-Tach 2B.1(action),,,,,,,
0:1:59,bipap_NIV_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(3)V-Tach 2B.1(action),BiPAP/CPAP = contraindicated in unresponsive patients. Consider intubation,,,,,,
0:1:59,defib<149_sync_or_unsync,Error,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(3)V-Tach 2B.1(action),Use AT LEAST 150 joules for:  > V.Fib  > V.Tach with NO Pulse,,,,,,
0:1:59,Amio_or_Lidocaine,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(3)V-Tach 2B.1(action),,,,,,,
0:1:59,CPR_perform_>1Pump,CriticalError,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(3)V-Tach 2B.1(action),,,,,,,
0:1:59,heartneedle_pericard_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(3)V-Tach 2B.1(action),This action is not required in this patient,,,,,,
0:1:59,Epi,CriticalError,Action-Should-Be-Performed,Action-Was-Performed,Error-Did-Not-Trigger,NA,(3)V-Tach 2B.1(action),,,,,,,
0:1:59,sync_defib_150+,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(3)V-Tach 2B.1(action),V.Tach WITH pulse =  SYNCHRONIZED Shock V.Tach NO pulse =  UNsynchronized Shock,,,,,,
0:1:59,HR_Waveform(vital),,,,CR_VTach,CR_Asystole
0:1:59,PR_Waveform(vital),,,,O2_PP,O2_PP
0:1:59,RR_Waveform(vital),,,,CO2_CA,CO2_CA
0:1:59,HR(vital),,,,210,0
0:1:59,RR(vital),,,,12,12
0:1:59,PR(vital),,,,--,0
0:1:59,BP(vital),,,,--,0
0:1:59,ETCO2(vital),,,,14,10
0:1:59,Temperature(vital),,,,98,98
0:2:4,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:2:19,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:2:27,(4)Asystole 1D No.1(action),0:27,Select Epinephrine,100,,,umich1
0:2:27,(4)Asystole 1D No.1(action),0:28,Insert Syringe on Right Hand,100,,,umich1
0:2:30,(4)Asystole 1D No.1(action)
0:2:30,heartneedle_pericard_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(4)Asystole 1D No.1(action),This action is not required in this patient,,,,,,
0:2:30,CPR_perform_>1Pump,CriticalError,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(4)Asystole 1D No.1(action),,,,,,,
0:2:30,Epi,CriticalError,Action-Should-Be-Performed,Action-Was-Performed,Error-Did-Not-Trigger,NA,(4)Asystole 1D No.1(action),Give EPI every 3-5 min. if shocks aren't working,,,,,,
0:2:30,ultrasound_FAST_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(4)Asystole 1D No.1(action),,,,,,,
0:2:30,intubate_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(4)Asystole 1D No.1(action),,,,,,,
0:2:30,Amio_or_Lidocaine,Warning,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(4)Asystole 1D No.1(action),Amio or Lidocaine is for Shock-Resistant V Tach/Fib....  Please check rhythm!,,,,,,
0:2:30,chest_xray,Error,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(4)Asystole 1D No.1(action),Good CPR saves lives! Don't interrupt CPR for X-ray. Use stethoscope to assess lungs.,,,,,,
0:2:30,bipap_NIV_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(4)Asystole 1D No.1(action),BiPAP/CPAP = contraindicated in unresponsive patients. Consider intubation,,,,,,
0:2:30,chestneedle_thora_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(4)Asystole 1D No.1(action),This action is not required in this patient,,,,,,
0:2:30,any_defib_any_joules_sync_or_unsynch,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(4)Asystole 1D No.1(action),This is not a shockable rhythm,,,,,,
0:2:30,lunglisten_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(4)Asystole 1D No.1(action),,,,,,,
0:2:30,labcheck_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(4)Asystole 1D No.1(action),,,,,,,
0:2:30,pulse_check,Error,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(4)Asystole 1D No.1(action),,,,,,,
0:2:30,glucose_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(4)Asystole 1D No.1(action),,,,,,,
0:2:30,EKG,Error,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(4)Asystole 1D No.1(action),Good CPR saves lives! Don't interrupt CPR for an EKG.,,,,,,
0:2:30,HR_Waveform(vital),,,,CR_Asystole,CR_VFib
0:2:30,PR_Waveform(vital),,,,O2_PP,O2_PP
0:2:30,RR_Waveform(vital),,,,CO2_CA,CO2_CA
0:2:30,HR(vital),,,,--,0
0:2:30,RR(vital),,,,12,12
0:2:30,PR(vital),,,,--,0
0:2:30,BP(vital),,,,--,0
0:2:30,ETCO2(vital),,,,10,12
0:2:30,Temperature(vital),,,,98,98
0:2:34,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
